seq_id,scaled_frond_apex,scaled_frond_base,scaled_holdfast,scaled_pinnae,scaled_rachis,scaled_stolon,pc1,pc2,pc3,pc4,pc5,pc6,node,distance,node_factor,apex,base,holdfast,pinnae,rachis,stolon,apex1,base1,holdfast1,pinnae1,rachis1,stolon1
Ctaxi_contig_25058|comp34011_c4_seq1,-0.768125041,-0.327475685,1.979470781,-0.012453142,-0.483667938,-0.387748975,-1.202724596,-0.407885044,2.018084514,-0.303361676,-0.76869779,2.61E-15,5,0.739666239,n5,76.89649625,103.96341,245.6677384,123.3136891,94.36929128,100.2611195,173.1035038,146.03659,4.3322616,126.6863109,155.6307087,149.7388805
Ctaxi_contig_37664|comp35257_c0_seq3,-1.458448168,0.903038794,1.017518016,-0.839819282,-0.161485853,0.539196493,-1.650713395,1.707129925,0.653363784,-0.704451345,-0.223117127,-3.33E-16,5,2.609838531,n5,34.49335577,179.5478375,186.5797307,72.4926731,114.1593456,157.1988018,215.5066442,70.4521625,63.4202693,177.5073269,135.8406544,92.8011982
Ctaxi_contig_53854|comp36371_c3_seq1,-1.638043126,0.230100365,1.313889026,-0.090835046,0.598518117,-0.413629335,-0.311483571,1.241959057,1.481176706,-0.50903321,-1.273445307,-9.99E-16,5,3.14988288,n5,23.46172445,138.2125531,204.7843382,118.4990758,160.8426362,98.67141677,226.5382756,111.7874469,45.2156618,131.5009242,89.1573638,151.3285832
Ctaxi_contig_13102|comp32081_c1_seq1,-0.038245548,0.14317832,-0.793137215,1.819329041,-0.118745211,-1.012379386,1.719621702,0.031578056,0.723394529,-0.188369741,1.19455068,7.05E-15,2,1.036617801,n2,121.7293889,132.8733612,75.36012193,235.8310222,116.7846922,61.89315811,128.2706111,117.1266388,174.6398781,14.1689778,133.2153078,188.1068419
Ctaxi_contig_31473|comp34695_c1_seq5,1.185774302,-0.422145727,-0.726074725,1.088202814,0.168797274,-1.294553938,1.80422422,-1.161762831,0.007699549,-0.391438206,0.326688334,4.44E-15,1,0.360523647,n1,196.9148834,98.14829687,79.4794395,190.9215488,134.447007,44.56056892,53.0851166,151.8517031,170.5205605,59.0784512,115.552993,205.4394311
Ctaxi_contig_39009|comp35370_c2_seq1,-1.557884937,-0.44378162,0.993934124,0.256408305,-0.345503023,1.09682715,-1.212341843,0.528863683,1.266758503,1.303279694,-0.369213063,-3.28E-15,5,2.794222476,n5,28.38544613,96.81931081,185.1310887,139.82852,102.8560797,191.4512991,221.6145539,153.1806892,64.8689113,110.17148,147.1439203,58.5487009
Ctaxi_contig_69569|comp37172_c2_seq1,-1.13758059,1.483594533,-0.915883399,-0.382995834,0.657199515,0.295665776,0.178309323,2.687905688,-0.837532953,-0.936113624,0.418974071,-4.86E-16,4,0.821209773,n4,54.20266646,215.2085094,67.82043004,100.5530814,164.4471447,142.2399125,195.7973335,34.7914906,182.17957,149.4469186,85.5528553,107.7600875
Ctaxi_contig_41268|comp35565_c1_seq1,1.822431464,-0.913207832,-0.604099062,0.095111657,-0.642112792,0.241876564,0.036933758,-2.011692265,-0.849548337,0.622359944,0.511152952,4.02E-16,3,1.099869482,n3,236.0215887,67.9847769,86.97180209,129.9208635,84.63680639,138.9359069,13.9784113,182.0152231,163.0281979,120.0791365,165.3631936,111.0640931
Ctaxi_contig_61627|comp36817_c5_seq1,0.629817821,0.299695401,-0.766654856,0.56520562,0.928495867,-1.656559852,2.071617108,0.132529325,-0.254602013,-1.32823488,-0.234447977,4.66E-15,1,2.031469546,n1,162.7652224,142.4874325,76.98680246,158.796414,181.1115397,22.32433342,87.2347776,107.5125675,173.0131975,91.203586,68.8884603,227.6756666
Ctaxi_contig_38587|comp35333_c2_seq1,1.125103862,-0.284059845,-1.46405261,-0.713202678,0.901143102,0.435068168,0.83999676,-0.08474262,-2.164458442,0.273224863,-0.573324216,-6.91E-15,3,4.52019552,n3,193.1881979,106.6302307,34.14910258,80.27010577,179.4313945,150.802713,56.8118021,143.3697693,215.8508974,169.7298942,70.5686055,99.197287
Ctaxi_contig_54984|comp36441_c5_seq11,-1.045004199,-0.584851746,-0.271137098,1.221612197,1.280244464,-0.600863619,1.944559815,0.622863061,0.753981413,0.72656925,-1.126165336,-3.33E-15,2,1.235383118,n2,59.88917697,88.15406966,107.4240112,199.1162283,202.7177189,87.17053937,190.110823,161.8459303,142.5759888,50.8837717,47.2822811,162.8294606
Ctaxi_contig_48519|comp36044_c1_seq8,0.260434319,0.286267816,0.593831534,-0.921327536,-1.455842035,1.236635902,-2.475311757,-0.262843251,-0.138232594,-0.011973832,1.000043566,2.33E-15,6,2.582420072,n6,140.0758181,141.6626423,160.5547625,67.48602359,34.65343765,200.0390603,109.9241819,108.3373577,89.4452375,182.5139764,215.3465624,49.9609397
Ctaxi_contig_22094|comp33618_c1_seq9,-0.906564504,-0.316657275,-0.091012584,1.646432456,0.641263345,-0.973461437,1.789517406,0.368914445,1.304283265,0.279636793,-0.2738317,1.55E-15,2,0.625457876,n2,68.39284373,104.6279315,118.4881705,225.2108388,163.4682644,64.28369552,181.6071563,145.3720685,131.5118295,24.7891612,86.5317356,185.7163045
Ctaxi_contig_16737|comp32781_c0_seq1,-1.104380868,-0.179330357,-0.878757609,0.721310146,-0.121207766,1.562366454,-0.09430153,1.01711326,-0.24752162,1.805567229,0.69105034,-5.33E-15,6,3.30264881,n6,56.24196143,113.0632459,70.10088397,168.3851441,116.6334296,220.0470795,193.7580386,136.9367541,179.899116,81.6148559,133.3665704,29.9529205
Ctaxi_contig_36981|comp35204_c1_seq1,-1.477320115,0.93976065,-0.451951482,-0.605131878,1.012365126,0.582277699,-0.002652817,2.541705102,-0.610427626,-0.315877519,-0.56105068,-5.00E-15,4,1.014466733,n4,33.33414527,181.8034797,96.31747654,86.9083613,186.2632141,159.8450675,216.6658547,68.1965203,153.6825235,163.0916387,63.7367859,90.1549325
Ctaxi_contig_13527|comp32181_c0_seq4,-0.786948194,1.656684973,0.056317614,0.15006015,0.180067531,-1.256182074,0.390264624,1.879337166,0.586045221,-2.283836039,0.672826422,8.10E-15,4,3.157430798,n4,75.74028292,225.8406003,127.537937,133.296078,135.1392832,46.91756302,174.2597171,24.1593997,122.462063,116.703922,114.8607168,203.082437
Ctaxi_contig_53320|comp36339_c0_seq107,-0.446896261,2.038819215,-0.328802971,-0.372292224,-0.445436144,-0.445391614,-0.558950112,2.013153488,-0.210094829,-2.253807809,1.554091482,8.10E-15,4,3.444124958,n4,96.6279938,249.3132196,103.8818814,101.2105514,96.71768157,96.72041683,153.3720062,0.6867804,146.1181186,148.7894486,153.2823184,153.2795832
Ctaxi_contig_62560|comp36865_c3_seq1,-1.425478171,0.503028085,1.085335509,0.300438372,-1.050021195,0.5866974,-1.62535082,0.875933281,1.543327164,0.030288682,0.830756888,4.47E-15,5,2.02688177,n5,36.51853986,154.9771551,190.7454244,142.5330695,59.58100768,160.1165479,213.4814601,95.0228449,59.2545756,107.4669305,190.4189923,89.8834521
Ctaxi_contig_56236|comp36519_c0_seq7,0.082990395,-0.3502936,-0.649212891,0.835248367,1.409572789,-1.328305059,2.403793897,0.124757647,0.01871416,-0.303042935,-1.054226163,-1.67E-15,2,2.164382943,n2,129.1763142,102.5618182,84.20068237,175.3838063,210.6617192,42.48740424,120.8236858,147.4381818,165.7993176,74.6161937,39.3382808,207.5125958
Ctaxi_contig_15416|comp32553_c4_seq2,1.540979751,-0.735455651,0.104294721,-1.001626202,-0.684212622,0.776020002,-1.254762854,-1.660507735,-0.966787422,0.39795357,-0.097203176,-2.61E-15,3,1.290595868,n3,218.7333999,78.90321554,130.4849337,62.5536731,82.05082174,171.7457004,31.2666001,171.0967845,119.5150663,187.4463269,167.9491783,78.2542996
Ctaxi_contig_60306|comp36750_c4_seq1,-0.773933365,1.011513984,-0.976864351,-0.822648121,0.267625319,1.294306534,-0.670418205,2.103917337,-1.39103609,-0.027876308,0.458324859,-3.89E-15,6,2.018269706,n6,76.53971959,186.2109327,64.07467131,73.54741271,140.5175257,203.5814824,173.4602804,63.7890673,185.9253287,176.4525873,109.4824743,46.4185176
Ctaxi_contig_38066|comp35296_c2_seq1,0.75628261,0.143557208,-0.485026997,-1.460553205,-0.340893265,1.386633648,-1.47075521,0.046066505,-1.70808149,0.168090753,0.165419305,-3.77E-15,6,2.635706148,n6,170.5333299,132.8966344,94.285811,34.36405375,103.1392343,209.2526811,79.4666701,117.1033656,155.714189,215.6359463,146.8607657,40.7473189
Ctaxi_contig_61747|comp36825_c2_seq1,1.228721667,1.069974038,-1.145419294,-0.987290239,-0.232818892,0.066832721,-0.295670499,0.467104719,-1.850260787,-1.425060673,1.059818534,2.20E-15,3,3.980287394,n3,199.5529279,189.8018451,53.72117359,63.4342605,109.7777093,128.1838281,50.4470721,60.1981549,196.2788264,186.5657395,140.2222907,121.8161719
Ctaxi_contig_32217|comp34767_c0_seq1,-0.382005773,0.696755788,-0.405426285,-1.177369702,-0.36948655,1.637532523,-1.672741629,1.274734936,-1.20725786,0.170907335,0.531624252,-3.00E-15,6,0.655757312,n6,100.613896,166.8768912,99.17528962,51.75861781,101.38289,224.6641599,149.386104,83.1231088,150.8247104,198.2413822,148.61711,25.3358401
Ctaxi_contig_28399|comp34368_c5_seq1,1.277695029,-0.991564586,-0.272963372,1.216159035,-0.420856515,-0.80846959,1.110791132,-1.985762971,0.439189539,0.391085426,0.437529218,3.72E-15,1,1.071561715,n1,202.5611197,63.17170848,107.3118322,198.7812675,98.22748679,74.41832985,47.4388803,186.8282915,142.6881678,51.2187325,151.7725132,175.5816702
Ctaxi_contig_31482|comp34696_c3_seq2,-0.499107694,0.232243549,1.853233884,-0.537830776,-0.98443233,-0.064106634,-2.000498708,-0.165386739,1.52890676,-0.80950017,-0.060537049,3.21E-15,5,0.409407047,n5,93.42090332,138.3441983,237.9136292,91.04233563,63.60980774,120.1408701,156.5790967,111.6558017,12.0863708,158.9576644,186.3901923,129.8591299
Ctaxi_contig_66903|comp37068_c1_seq8,-0.127140119,0.807797218,1.502653616,-1.243556714,-0.263323053,-0.676430947,-1.490820224,0.413154428,0.702646908,-1.997746848,-0.548215985,3.72E-15,5,2.523185604,n5,116.2690345,173.6976178,216.3792147,47.69307654,107.9039894,82.52881161,133.7309655,76.3023822,33.6207853,202.3069235,142.0960106,167.4711884
Ctaxi_contig_57320|comp36585_c0_seq1,0.023379653,0.374038331,-1.658983509,-0.600391481,1.012864268,0.849092738,0.686653076,1.373046167,-2.061837677,0.286159962,-0.208113936,-6.55E-15,4,3.007835146,n4,125.5147207,147.0539515,22.17546014,87.19954048,186.293874,176.2341977,124.4852793,102.9460485,227.8245399,162.8004595,63.706126,73.7658023
Ctaxi_contig_36130|comp35121_c3_seq2,1.809167284,-0.66418764,-0.284729577,-0.642239863,0.510858318,-0.728868522,0.68716084,-1.504038763,-1.033669626,-0.561636018,-0.96551668,-2.05E-15,3,1.404348475,n3,235.2068356,83.28085749,106.5890923,84.62900104,155.4581276,79.30783034,14.7931644,166.7191425,143.4109077,165.370999,94.5418724,170.6921697
Ctaxi_contig_58489|comp36656_c2_seq1,1.394437984,0.716340721,-0.726259532,-0.65388096,0.447229158,-1.177867371,0.81041353,-0.022357974,-1.20273151,-1.966651681,0.060602773,3.22E-15,3,3.740549353,n3,209.7320629,168.0798969,79.46808771,83.91394595,151.5497026,51.72804846,40.2679371,81.9201031,170.5319123,166.0860541,98.4502974,198.2719515
Ctaxi_contig_32423|comp34786_c1_seq2,-1.099632821,0.503633481,0.816156422,-1.176005761,-0.240141386,1.195990065,-2.007412863,1.277418324,0.066238391,-0.032973253,-0.357508467,-3.55E-15,6,1.343323868,n6,56.5336105,155.0143416,174.2110824,51.84239797,109.3279247,197.5423873,193.4663895,94.9856584,75.7889176,198.157602,140.6720753,52.4576127
Ctaxi_contig_41608|comp35585_c4_seq4,-0.236043801,-0.552467231,-0.760374992,1.477264249,1.004319703,-0.932697929,2.353629626,0.036842669,0.398915118,0.454981876,-0.471070639,-7.77E-16,2,0.639109559,n2,109.5796191,90.14329048,77.37254349,214.8196713,185.7690235,66.7875965,140.4203809,159.8567095,172.6274565,35.1803287,64.2309765,183.2124035
Ctaxi_contig_56748|comp36554_c0_seq3,-1.193683475,1.657996247,0.588509373,-0.104521501,-0.572290844,-0.3760098,-0.985633696,1.904197486,0.925716673,-1.780441117,1.080263444,6.91E-15,4,4.269930703,n4,50.7565433,225.9211454,160.2278485,117.6583845,88.92562383,100.982199,199.2434567,24.0788546,89.7721515,132.3416155,161.0743762,149.017801
Ctaxi_contig_35376|comp35048_c2_seq3,-0.277179439,1.892244916,-0.657770549,-0.953885065,-0.004543145,0.001133282,-0.584189378,2.150675803,-1.047377723,-1.963098546,1.000218246,3.76E-15,4,2.579730327,n4,107.05286,240.3098843,83.6750277,65.48617537,123.7995611,124.148236,142.94714,9.6901157,166.3249723,184.5138246,126.2004389,125.851764
Ctaxi_contig_8030|comp30493_c0_seq3,-0.240953719,-0.461791186,-0.978059334,1.618424239,0.789756903,-0.727376904,2.279018711,0.107249685,0.300989449,0.600720095,-0.038384192,-3.89E-16,2,0.438583129,n2,109.2780271,95.71307211,64.00126941,223.4904324,172.5894904,79.39945307,140.7219729,154.2869279,185.9987306,26.5095676,77.4105096,170.6005469
Ctaxi_contig_43312|comp35702_c4_seq5,0.427231229,0.023798519,1.410214257,-1.300216723,-0.980607751,0.419580468,-2.319567485,-0.709676561,0.344211447,-0.653726097,-0.188705948,1.64E-15,5,2.119769414,n5,150.3213286,125.5404496,210.7011214,44.212732,63.84473274,149.8513801,99.6786714,124.4595504,39.2988786,205.787268,186.1552673,100.1486199
Ctaxi_contig_17929|comp32985_c3_seq1,-0.965406873,0.915590424,-0.227747558,-1.09169102,-0.039456684,1.40871171,-1.458775819,1.896806162,-0.858583303,-0.057173303,0.236114347,-3.77E-15,6,0.902764259,n6,64.7784476,180.3188221,110.0892163,57.02143612,121.6549948,210.6088274,185.2215524,69.6811779,139.9107837,192.9785639,128.3450052,39.3911726
Ctaxi_contig_19720|comp33257_c0_seq5,-1.651296455,1.10879856,0.522337759,-0.354942402,-0.348458979,0.723561517,-1.401817005,2.043930135,0.588607436,-0.468932518,0.502933578,1.39E-15,6,3.035850347,n6,22.6476379,192.1866437,156.163253,102.2762652,102.6745099,168.5234347,227.3523621,57.8133563,93.836747,147.7237348,147.3254901,81.4765653
Ctaxi_contig_50579|comp36183_c4_seq1,-1.149601023,-0.243171067,-0.359644416,1.856850519,0.083049644,-0.187483657,1.249791581,0.551981183,1.211989861,0.926513545,0.552961772,2.48E-15,2,0.972444318,n2,53.46431063,109.1418264,101.9874437,238.1357813,129.1799536,112.5624289,196.5356894,140.8581736,148.0125563,11.8642187,120.8200464,137.4375711
Ctaxi_contig_43688|comp35732_c1_seq5,-1.130292176,-1.088262124,1.009103443,-0.378643611,1.034299584,0.553794884,-0.218006235,0.187414096,0.658784033,1.235343684,-2.356311507,-9.88E-15,5,4.613188501,n5,54.65035774,57.23205627,186.062865,100.820417,187.6105396,158.0955088,195.3496423,192.7679437,63.937135,149.179583,62.3894604,91.9044912
Ctaxi_contig_23194|comp33765_c0_seq3,1.918147297,0.292078257,-0.5553563,-0.495980918,-0.510623888,-0.648264447,0.008602409,-1.082834875,-1.052977531,-1.327538702,0.792863941,5.38E-15,3,1.094244456,n3,241.9009396,142.019549,89.96582924,93.61296572,92.71352039,84.2589406,8.0990604,107.980451,160.0341708,156.3870343,157.2864796,165.7410594
Ctaxi_contig_39722|comp35441_c1_seq1,-1.832403737,-0.292121708,0.898842561,0.480244041,0.025898408,0.719540435,-0.651910674,0.928313223,1.414914817,1.062339742,-0.54949673,-1.67E-15,5,3.502350217,n5,11.52311198,106.1350302,179.2900836,153.5776438,125.6694354,168.2764395,238.476888,143.8649698,70.7099164,96.4223562,124.3305646,81.7235605
Ctaxi_contig_43452|comp35715_c2_seq1,0.190039747,-0.337549687,-0.246488499,1.74096738,-0.021158464,-1.325810478,1.716371501,-0.674191624,1.11459207,-0.148574389,0.524486027,6.33E-15,2,1.626576717,n2,135.7518272,103.3446138,108.9380529,231.0176523,122.7789641,42.64063403,114.2481728,146.6553862,141.0619471,18.9823477,127.2210359,207.359366
Ctaxi_contig_10577|comp31439_c0_seq3,-0.088306999,0.267919664,0.709227502,1.330423249,-0.805636475,-1.413626941,0.389904016,-0.469970442,1.866992009,-1.039402732,1.011357229,1.07E-14,2,4.602477679,n2,118.6543612,140.5356059,167.642967,205.7999539,74.59235412,37.2465024,131.3456388,109.4643941,82.357033,44.2000461,175.4076459,212.7534976
Ctaxi_contig_30454|comp34588_c0_seq1,-0.416081628,-0.081822763,-1.049408828,0.197655437,1.851490799,-0.501833017,2.083588973,1.156577413,-0.809212346,0.019775671,-1.375872663,-6.55E-15,4,2.695722536,n4,98.52078452,119.0526558,59.61862236,136.2196214,237.8065601,93.25350018,151.4792155,130.9473442,190.3813776,113.7803786,12.1934399,156.7464998
Ctaxi_contig_53940|comp36377_c1_seq10,1.032814488,-0.2550583,-0.830797786,0.925541844,0.548828171,-1.421328417,2.050638283,-0.74692017,-0.175562604,-0.62363089,0.021903225,2.33E-15,1,0.56452457,n1,187.5193174,108.4116523,73.04681904,180.9300887,157.7904282,36.77343876,62.4806826,141.5883477,176.953181,69.0699113,92.2095718,213.2265612
Ctaxi_contig_59660|comp36712_c1_seq1,1.61744844,-0.508950432,0.659197628,-0.229760851,-1.245872383,-0.292062402,-1.020614137,-2.115420617,0.251010721,-0.440537844,0.570934189,5.13E-15,3,1.242455531,n3,223.4304939,92.81631253,164.5698789,109.9655497,47.55083643,106.1386731,26.5695061,157.1836875,85.4301211,140.0344503,202.4491636,143.8613269
Ctaxi_contig_11101|comp31598_c0_seq1,-0.194545948,0.1577509,0.170679627,-1.03044904,-0.864043158,1.760607619,-2.176892865,0.359045247,-0.631650852,0.634340039,0.502569594,-2.89E-15,6,0.645169707,n6,112.1286273,133.7684828,134.5626307,60.7832285,71.00472002,232.2240552,137.8713727,116.2315172,115.4373693,189.2167715,178.99528,17.7759448
Ctaxi_contig_55250|comp36455_c0_seq2,-0.905133085,0.406928173,1.506472519,-0.880285195,-0.757746327,0.629763916,-2.248223949,0.576275663,0.964455711,-0.432582492,-0.137635741,1.28E-15,5,0.903868861,n5,68.48076873,149.0742121,216.6137911,70.0070519,77.5340094,162.7619113,181.5192313,100.9257879,33.3862089,179.9929481,172.4659906,87.2380887
Ctaxi_contig_20463|comp33381_c0_seq1,0.840498863,-0.839657727,-0.895204509,1.230770622,0.611464319,-0.947871568,2.151358324,-1.035417537,-0.088377162,0.401011886,-0.219028387,-2.22E-16,1,0.534955519,n1,175.7063184,72.50259662,69.09063213,199.6787851,161.6378574,65.85555479,74.2936816,177.4974034,180.9093679,50.3212149,88.3621426,184.1444452
Ctaxi_contig_29630|comp34506_c0_seq1,-1.146547401,-0.011730055,-0.70852051,1.770684121,0.195279469,-0.099165623,1.374539294,0.89959898,0.832133978,0.817400954,0.715683733,1.76E-15,2,0.826640672,n2,53.65187955,123.3581047,80.55770823,232.843005,136.0736775,117.9873696,196.3481205,126.6418953,169.4422918,17.156995,113.9263225,132.0126304
Ctaxi_contig_52158|comp36272_c0_seq5,0.903464792,-0.225030426,-1.002265151,1.254003902,0.28439341,-1.214566526,2.021271407,-0.693370688,-0.077443242,-0.341691072,0.511257233,4.66E-15,1,0.590481981,n1,179.5740044,110.2561163,62.51442561,201.1058908,141.5475068,49.47380061,70.4259956,139.7438837,187.4855744,48.8941092,108.4524932,200.5261994
Ctaxi_contig_36528|comp35160_c3_seq1,0.180531089,0.032629277,1.523979664,-1.306537856,-0.864946974,0.4343448,-2.327442082,-0.515160598,0.479491759,-0.617424955,-0.368259958,1.53E-15,5,1.644858696,n5,135.1677573,126.0828794,217.6891686,43.82445602,70.94920307,150.7582801,114.8322427,123.9171206,32.3108314,206.175544,179.0507969,99.2417199
Ctaxi_contig_40097|comp35471_c1_seq5,-0.771449503,0.327199678,1.093486445,-1.378005617,-0.320320482,1.049089481,-2.188592579,0.802033995,0.12491987,-0.170215757,-0.580030374,-3.61E-15,6,1.928203941,n6,76.69229097,144.1768844,191.2460961,39.43454441,104.4029188,188.5190099,173.307709,105.8231156,58.7539039,210.5654556,145.5970812,61.4809901
Ctaxi_contig_8897|comp30885_c1_seq3,0.648505947,-0.857526634,0.491534132,1.448398391,-0.922886379,-0.808025457,0.438156696,-1.845482473,1.466034874,0.327753647,0.69558177,6.88E-15,1,3.374922251,n1,163.9131417,71.40499791,154.2711383,213.0465842,67.39027156,74.44561075,86.0868583,178.5950021,95.7288617,36.9534158,182.6097284,175.5543893
Ctaxi_contig_38591|comp35333_c4_seq3,0.866237153,0.151923298,-1.53508315,-0.785532863,1.10112505,0.201330511,0.9928891,0.52992839,-2.186504425,-0.237036961,-0.537311348,-5.66E-15,4,4.57359827,n4,177.2872944,133.410522,29.7860473,75.82721972,191.7152979,136.4453631,72.7127056,116.589478,220.2139527,174.1727803,58.2847021,113.5546369
Ctaxi_contig_22275|comp33642_c0_seq12,1.506790581,-1.288492605,0.121058824,-0.142345877,0.613900571,-0.810911495,0.949476145,-1.958874667,-0.30322607,0.109052889,-1.453634077,-2.78E-15,1,2.430971314,n1,216.6333281,44.93288667,131.5146698,115.3350198,161.7875044,74.26833569,33.3666719,205.0671133,118.4853302,134.6649802,88.2124956,175.7316643
Ctaxi_contig_34606|comp34975_c2_seq1,0.833319246,-0.485733036,-0.06543502,1.545935632,-0.866646047,-0.961440774,0.83489878,-1.528212875,1.034793495,-0.020626194,1.164518442,7.88E-15,1,2.221323443,n1,175.26531,94.24244251,120.059274,219.0378152,70.84483741,65.02206548,74.73469,155.7575575,129.940726,30.9621848,179.1551626,184.9779345
Ctaxi_contig_34064|comp34924_c0_seq6,-0.96671719,1.587203436,-0.41277674,-0.988936117,0.605911168,0.175315443,-0.389199878,2.561357805,-0.811259224,-1.451822895,0.058747165,-5.69E-16,4,1.243498987,n4,64.6979613,221.5726926,98.72378747,63.33316235,161.2967548,134.8473859,185.3020387,28.4273074,151.2762125,186.6668377,88.7032452,115.1526141
Ctaxi_contig_54944|comp36439_c0_seq14,1.831435498,-1.149060894,-0.180697699,0.151165833,-0.157752328,-0.49509041,0.580399281,-2.260844446,-0.397675449,0.267365116,-0.320146511,-2.78E-17,3,1.18296164,n3,236.574662,53.49748808,112.9792568,133.3639947,114.3886776,93.66766523,13.425338,196.5025119,137.0207432,116.6360053,135.6113224,156.3323348
Ctaxi_contig_32557|comp34794_c0_seq16,-0.482026645,0.375097586,-0.574393298,1.888876123,-0.610037844,-0.597515921,1.039290745,0.349470721,1.063263615,-0.040524716,1.729324896,8.27E-15,2,1.699750467,n2,94.4701078,147.1190163,88.79648047,240.102956,86.60701204,87.37617193,155.5298922,102.8809837,161.2035195,9.897044,163.392988,162.6238281
Ctaxi_contig_28406|comp34369_c1_seq4,-0.435692015,0.206751676,-1.24309466,1.581925392,0.542388874,-0.652279267,2.059221857,0.799726447,0.132950945,0.118788308,0.699184729,2.44E-15,2,0.487274572,n2,97.31621529,136.7783585,47.72145823,221.2484885,157.394894,84.01233004,152.6837847,113.2216415,202.2785418,28.7515115,92.605106,165.98767
Ctaxi_contig_16162|comp32677_c0_seq1,-1.256352584,-0.143315145,-0.36621269,1.780538982,-0.226988925,0.212330361,0.78218441,0.664326374,1.15838729,1.108428519,0.903409181,1.69E-15,2,1.919075576,n2,46.90708943,115.2754825,101.5839871,233.4483404,110.1358154,137.1210295,203.0929106,134.7245175,148.4160129,16.5516596,139.8641846,112.8789705
Ctaxi_contig_21690|comp33560_c1_seq1,-0.779692434,-0.115972466,1.776808646,0.339283038,-1.035505871,-0.184920913,-1.421507804,-0.383592788,2.119109871,-0.209572848,0.13982984,5.22E-15,5,0.8419806,n5,76.18596843,116.9550082,233.2192043,144.9191055,60.47261235,112.7198456,173.8140316,133.0449918,16.7807957,105.0808945,189.5273877,137.2801544
Ctaxi_contig_68317|comp37122_c3_seq1,1.598105798,0.109885377,-0.52265092,-1.092251869,0.647527924,-0.740616311,0.514288252,-0.541131311,-1.476438334,-1.330235458,-0.722471217,-8.33E-16,3,2.425160263,n3,222.2423709,130.8283401,91.97475921,56.98698593,163.8530666,78.58622168,27.7576291,119.1716599,158.0252408,193.0130141,86.1469334,171.4137783
Ctaxi_contig_37336|comp35227_c3_seq1,-0.272309007,-0.546400872,1.19729199,-0.851651224,-0.848955836,1.322024948,-2.262977105,-0.52562389,0.43819624,0.84995969,-0.371403534,-3.55E-15,5,2.168018732,n5,107.3520266,90.51591695,197.6223581,71.76589533,71.93145971,205.2840877,142.6479734,159.4840831,52.3776419,178.2341047,178.0685403,44.7159123
Ctaxi_contig_13614|comp32198_c1_seq2,-1.573403185,0.265741325,1.32738352,-0.031185471,0.593438768,-0.581974957,-0.209938117,1.190778689,1.545803379,-0.657232476,-1.235673265,-4.44E-16,5,3.259496169,n5,27.43223679,140.4018013,205.6132383,122.1630546,160.5306369,88.3307766,222.5677632,109.5981987,44.3867617,127.8369454,89.4693631,161.6692234
Ctaxi_contig_15204|comp32516_c0_seq2,0.098182988,-0.373464133,-0.848622937,1.303095641,1.009633654,-1.188825213,2.423278265,-0.03538263,0.176499024,-0.003784053,-0.390019205,-3.33E-16,2,1.12931453,n2,130.1095201,101.1385668,71.95190805,204.1213539,186.0954333,51.05496235,119.8904799,148.8614332,178.048092,45.8786461,63.9045667,198.9450377
Ctaxi_contig_24796|comp33980_c1_seq1,1.573496244,-0.568245154,0.354184608,0.253129755,-1.402731356,-0.209834097,-0.74333137,-2.158337414,0.319024796,-0.104184139,1.024963197,5.83E-15,3,1.672872374,n3,220.7307275,89.17413059,145.8344354,139.6271348,37.91576437,111.1895518,29.2692725,160.8258694,104.1655646,110.3728652,212.0842356,138.8104482
Ctaxi_contig_57584|comp36604_c0_seq7,-0.85249086,0.571762311,-0.370841378,-0.725828201,-0.391436226,1.768834353,-1.53457503,1.444602337,-0.793446578,0.624830613,0.616925618,-4.00E-15,6,0.38023298,n6,71.71432064,159.1991592,101.2996697,79.49458225,100.0346299,232.7293829,178.2856794,90.8008408,148.7003303,170.5054178,149.9653701,17.2706171
Ctaxi_contig_25124|comp34018_c3_seq1,-0.815928008,0.704495525,-0.828401867,-0.697292986,1.632623685,0.004503652,0.927939075,2.137539411,-1.142166142,-0.597850315,-1.153032832,-5.62E-15,4,0.924676898,n4,73.96019607,167.352305,73.19398851,81.24735958,224.3626342,124.3552612,176.0398039,82.647695,176.8060115,168.7526404,25.6373658,125.6447388
Ctaxi_contig_58028|comp36626_c0_seq1,-1.184060468,-0.635484873,1.642338217,-0.063546074,-0.361217531,0.601970729,-1.428313787,-0.099495816,1.60573639,0.816782498,-0.902053961,-2.61E-15,5,1.134786372,n5,51.3476371,85.04392672,224.9593499,120.1753026,101.890815,161.0547131,198.6523629,164.9560733,25.0406501,129.8246974,148.109185,88.9452869
Ctaxi_contig_69246|comp37161_c1_seq3,1.754427514,-0.232148849,-0.488087791,0.089320961,0.142070646,-1.265582481,1.115537625,-1.346374932,-0.570470136,-1.048806142,-0.001114715,3.89E-15,1,1.346245756,n1,231.8444419,109.8188668,94.09780154,129.5651696,132.8053222,46.34014244,18.1555581,140.1811332,155.9021985,120.4348304,117.1946778,203.6598576
Ctaxi_contig_30166|comp34557_c4_seq1,1.412014315,-0.970461309,0.947335963,-0.433760492,-0.988784165,0.033655689,-1.19331096,-2.272321857,0.31518011,0.139267882,-0.163497718,1.61E-15,3,1.681573878,n3,210.8116901,64.46797856,182.2687938,97.43485921,63.34249601,126.1459268,39.1883099,185.5320214,67.7312062,152.5651408,186.657504,123.8540732
